letter_num,description,mss_ocr,edition,salutation,valid_mss,text,pase_refs,pase_keys,scripture_ref,start_page,end_page
Ep. 234,"Alevinus a Leone IIT papa petit, ut sibi, rerum saecularium occupatione iam liberato,
peccata ignoscat. 801.
","Codd. Parisinus 2826 (L) fol. 137'—139 (ex quo Paris, 17448 fol. 113—114); musei Britann. Kings 6  B VIII saec, XII (K) fol. 27'—28 (ex quo A 1 p. 173—174 nv. 126).","Ed , Monnier, Alewin et Charlemagne p. 371—373, J 175.",DOMINO IN DOMINO DOMINORUM» DILECTISSIMO LEONI¢ PAPE@ HUMILIS LEVITA ALCHVINUS SALUTEM.,L,False,"['Alcuin 1', 'Leo 1']","['1142', '2009']",NEEDS MANUAL VALIDATION,379,380
Ep. 235,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A2, A1*",False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,380,381
Ep. 236,"Alchvinus archiepiscopo cuidam se negotiis saecularibus renuntiavisse scribit. Petit,
ut pro se precetur, 801,
","Cod, H fol. 65—65'.","Ed . F 168, J 176. — Migne col. 231.",SANCTISSIMO PATRI ARCHIEPISCOPO HUMILIS FILIUS ALCHVINUS SALUTEM.,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,381,381
Ep. 237,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Alcuin 1', 'Adalhard 1']","['1142', '9839']",NEEDS MANUAL VALIDATION,381,383
Ep. 238,"Alevinus Carolo imperatori pro beneficiis gratias agit et ut ob corporis infirmitatem
apud S. Martinum sibi requiescere liceat supplicat. ¢, 801.

","Codd. T fol. 37—38 (T fol. 34), L fol. 193—195%.","Ed . Q 19, F 106, J 193. — Migne col. 372.",DOMINO PIISSIMO DAVID REGI! ALBINUS PERPETUAE BEATITUDINIS SALUTEM.,"T, T*, L",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,383,384
Ep. 239,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"H, S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']","[['Keele', '4', '12'], ['Ino', '2', '23']]",384,385
Ep. 240,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"T, T*, L",False,"['Alcuin 1', 'Charlemagne 1']","['1142', '247']",NEEDS MANUAL VALIDATION,385,386
Ep. 241,"Alevinus Gundradam, Adalhardi abbatis Corbeiensis sororem, laudat et confirmat.

Petit, ut se Carolo imperatori purget, quod propter valetudinem ad eum non accesserit.

e. 801.
","CodCodd. T fol. 37—38 (T fol. 34), L fol. 193—195%.","Ed Ed . Q 19, F 106, J 193. — Migne col. 372.",,H,False,"['Gundrada 1', 'Adalhard 1', 'Alcuin 1', 'Charlemagne 1']","['1207', '9839', '1142', '247']",NEEDS MANUAL VALIDATION,386,387
Ep. 242,"Alcvinus ad litteras per Arnonem archiepiscopum Salisburgensem missas rescribit;
rursus praesentia cius frui desiderat. ce. 801,

","Codd. § 1 fol. 155—156' (S1 fol. 66'—69), D fol. 239'—240.","Ed . M20, F 109, J 196. — Migne col. 387.",DOMINO MERITO IN MEMBRIS CHRISTI AMANTISSIMO AQUILAE ARCHIEPISCOPO ALBINUS MATRICULARIUS SANCTL MARTINI SEMPITERNAM SALUTEM.,"S1, S1*, D",False,"['Arno 1', 'Alcuin 1', 'Candidus 2']","['9847', '1142', '12979']",NEEDS MANUAL VALIDATION,387,388
Ep. 243,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"C, E, G, X, I",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,388,392
Ep. 244,"Alcvinus Nathanaelem discipulum ad vitam honestam et religiosam exhortatur et
vitare iubet columbas volitantes per cameras palatii. ce. 801—802.

",Cod. H fol. 98—98'.,"Ed , F 186, J 179. — Migne col. 375.",DULCISSIMO FILIO MEO NATHANAHELI ALBINUS PATER SALUTEM.,H,False,"['Fredegisus 1', 'Alcuin 1', 'Frithugils 2']","['1178', '1142', '10084']",NEEDS MANUAL VALIDATION,392,393
Ep. 245,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"P, P*",False,"['Candidus 2', 'Fredegisus 1', 'Alcuin 1', 'Frithugils 2']","['12979', '1178', '1142', '10084']",NEEDS MANUAL VALIDATION,393,398
Ep. 246,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,S1,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,398,399
Ep. 247,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"Paris 2718, C",False,,,NEEDS MANUAL VALIDATION,399,401
Ep. 248,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,401,401
Ep. 249,"Alevinus Carolo imperatori se fratresque S. Martini Turonenses eacusat de tumultu
facto contra Theodulfum episcopum Aurelianensem; veniamgue petit.

801 ex. vel 802,
","Cod. H fol. 86—89s, :","Ed . F 196, J 184, — Migne col. 395.",DOMINO EXCELLENTISSIMO ATQUE OMNI HONORE DIGNISSIMO CAROLO REGI IMPERATORI ATQUE AUGUSTO VICTORIOSISSIMO MAXIMO OPTIMO ATQUE SERENISSIMO ALBINUS MATRICULARIUS PRAESENTIS PROSPERITATIS ET FUTURE BEATITUDINIS AETERNAM IN DOMINO DEO CHRISTO SALUTEM.,H,False,"['Charlemagne 1', 'Theodulf 1', 'Alcuin 1']","['247', '10088', '1142']",NEEDS MANUAL VALIDATION,401,404
Ep. 250,"Alevinus monachis Fuldensibus et pallium ad sancti Bonifatii corpus et cartulam
missalem mittit; eosque cohortatur, ut virtuti studeant neve Baugulfum abbatem molestent.
Responsum postulat. — 801—802.

",Cod. H fol. 55—57'.,"Ed . F 192, J 186. — Migne col. 382.","SANCTISSIMIS NOBISQUE CUM OMNI CARITATE COLENDIS FRATRIBUS SANCTI BONEFATII', PATRIS ET PROTECTORIS NOSTRI, HUMILIS LEVITA ALCHVINUS AETERNAE BEATITUDINIS IN CHRISTO SALUTEM.",H,False,"['Boniface 5', 'Alcuin 1']","['10090', '1142']",NEEDS MANUAL VALIDATION,404,406
Ep. 251,"Alevinus Oniae sacerdoti Candido presbytero Fredegiso diacono discipulis suis com-
mentarium super Salomonis ecclesiasten dedicat. 801—802.

","Codd. Monacensis 14614 (S. Emmer.) s. TX. fol. 16—17' (A), Paris. 12268 s, XI. fol. 83'—84 (@), Monacensis 14478 saec. XII. fol. 40—41 (E), Paris, 17400 saec. XII(N). Eustat etiam in cod. Harleiano 213 saec. X. fol. 2—3.","Ed . Quercetanus col. 309, Frobenius I, 410, J 187. — Migne cot. 667.","DILECTIS IN CHRISTO FILUS, ONIAE SACERDOTI', CANDIDO PRESBYTERO ET NATHANAHELI> DIACONO, ALBINUS PERPETUAE PROSPERITATIS IN DOMINO DEO4 SALUTEM.","A, G, E, N",False,"['Onia 1', 'Candidus 2', 'Fredegisus 1', 'Alcuin 1', 'Frithugils 2']","['10089', '12979', '1178', '1142', '10084']",NEEDS MANUAL VALIDATION,406,408
Ep. 252,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,408,408
Ep. 253,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*",False,"['Alcuin 1', 'Arno 1']","['1142', '9847']",NEEDS MANUAL VALIDATION,408,410
Ep. 254,"Alevinus Arnoni archiepiscopo Salisburgensi respondet. De infidis litterarum baiulis.
De vita canonica et regulari se scripturum non esse; iudiciorum scientiam se non habere;
de fide catholica se expositurum esse. De aegrotatione sua. De Caroli imperatoris volun-
tate bona et de hominum avaritia. Rogat, ne pro iurisdictione pecuniam accipiat. De
muneribus gratias agit. Mittit munera et opusculum describendum. 802 Mai. 24.

","Codd, S 1 fol. 159'—162 (S 1 fol. 75—76').","Ed . F 110, J 189. — Migne col. 389.",REVERENTISSIMO PATRI AQUILAE ARCHIEPISCOPO HUMILIS MATRICULARIUS ALBINUS SALUTEM.,"S1, S1*",False,"['Arno 1', 'Alcuin 1', 'Candidus 2']","['9847', '1142', '12979']","[['Ino', '2', '23'], ['Lae', '11', '3'], ['Phil', '2', '13'], ['1 Bim', '2', '4']]",410,412
Ep. 255,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A1, A1*",False,"['Alcuin 1', 'Æthelheard 13', 'Leo 1', 'Anonymi 1949', 'Augustine 1', 'Anonymi 1948']","['1142', '2121', '2009', '10028', '13620', '10027']","[['1 Bim', '2', '4'], ['Iul', '26', '4']]",412,413
Ep. 256,"Alevinus episcopo cuidam (Aethelhardo Cantuariensi?) restitutionem gratulatur ; dia-
conum ad eum missum ei commendat. 802?

","Codd. A 2 fol. 167—167', A 1 p. 167 n. 1194,","Ed J 298,","J 298, DOMINO IN CHRISTI CARITATE DILECTISSIMO ILL. HUMILIS LEVITA ALCVINUS SALUTEM.","A2, A1*",False,"['Alcuin 1', 'Anonymous 766', 'Anonymous 767', 'Æthelheard 13']","['1142', '10029', '10030', '2121']",NEEDS MANUAL VALIDATION,413,414
Ep. 257,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"G, S, E, A, T, M, C, L, I",False,"['Alcuin 1', 'Charlemagne 1']","['1142', '247']",NEEDS MANUAL VALIDATION,414,416
Ep. 258,"Alevinus Arnoni Salisburgensi archiepiscopo curam canonicorum, monachorum tertii-
que gradus inter illos medit commendat; queritur de simoniaca haeresi, quae etiam in
sedem apostolicam irrepserit. Epistolam de confessione ab Adalberto cxpetitam se iam
misisse, cum illo aut Adalberto librum de catholica fide conscriptum legere vult,

802,
","Codd, S 1 fol. 215'—216' (S 1 fol. 146'—148).","Ed . F 116, J 192. — Migne col. 401.",VENERANDO PONTIFICI AQUILAE ALBINUS SALUTEM.,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,416,417
Ep. 259,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*",False,"['Arno 1', 'Fredegisus 1', 'Alcuin 1', 'Bede 1', 'Æthelthryth 5', 'Frithugils 2']","['9847', '1178', '1142', '424', '10031', '10084']",NEEDS MANUAL VALIDATION,417,417
Ep. 260,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,417,418
Ep. 261,"Alevinus Carolo regi per Nathanaelem ex morbo recreatum mittit novi testamenti
libros uno codice comprehensos. 798—803.
","Codd. T fol. 38—38' (T fol. 34'), L fol. 195—196',","Ed . Q 20, F 103, J 205. — Migne col. 368.",DOMINO DESIDERANTISSIMO MERITOQUE AMABILI DAVID REGI ALBINUS PRAESENTIS PROSPERITATIS ET AETERNAE BEATITUDINIS IN CHRISTO SALUTEM.,"T, T*, L",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,418,419
Ep. 262,"Alevinus Nathanaeli mandat, ut codicem libros novi testamenti comprehendentem
natali Christi die Aquisgrani Carolo regi offerat. Gislae abbatissae Calensi sorori regis
et Rotrudae eiusdem filiae salutem ascribit. 798—803.

",Cod. H fol. 63'—64.,"Ed . F 185, J 206. — Migne col. 374.",ALBINUS NATHANAEL] SALUTEM.,H,False,"['Fredegisus 1', 'Charlemagne 1', 'Alcuin 1', 'Frithugils 2']","['1178', '247', '1142', '10084']",NEEDS MANUAL VALIDATION,419,420
Ep. 263,"Alevinus Remedium episcopum Curiensem ut pro se precetur rogat. 801—803.

",Cod. H fol. 64'—65.,"Ed . F 200, J 262. — Migne col. 446.",DESIDERANTISSIMO PATRI REMEDIO EPISCOPO CURIAE CIVITATIS’ HUMILIS LEVITA ALCVINUS SALUTEM.,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,420,421
Ep. 264,"Alevinus Arnoni archiepiscopo Salisburgensi se litteras eius familiares per Adal-
winum episcopum ad 8. Martinum venientem accepisse nuntiat. Odulfum comitem, capella-
nos, monachos S. Hrotberti de officiis admonere exoptat. 803? ante diem 13. Aprilis.

",Codd. 81 fol. 214—215' (S 1 fol. 143'—146').,"Ed . M 24, F 113, J 202. — Migne col. 402.",SANCTISSIMO PATRI AQUILAE ARCHIPONTIFICATUS HONORE SUBLIMATO HUMILIS LEVITA ALBINUS AETERNAE PACIS ET PROSPERITATIS SALUTEM.,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,421,422
Ep. 265,"Alevinus Arnonem archiepiscopum Salisburgensem propter occupationes saeculares
afflictum consolatur. Litteras per Adalwinum episcopum missas commemorat; pro casula
gratam spondet memoriam. 803? April. 13.

","Codd. 81 fol, 216'—219' (S 1 fol. 148—153').","Ed , M25, F 114, J 203, — Migne col. 404.",DOMINO DESIDERABILITER HONORABILI ET HONORABILITER DESIDERABILI AQUILAE ARCHIEPISCOPO HUMILIS LEVITA ALBINUS SALUTEM.,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,422,424
Ep. 266,"Alevinus Arnonem archiepiscopum Salisburgensem rogat, ut pro se tanquam sene in-
firmo precetur; duo vascula mensalia ei mittit. ce. 803?

",Codd. S 1 fol. 219'—220' (S 1 fol. 153'—155).,"Ed , M 26, F 115, J 204. — Migne col. 406.",DILECTISSIMO FILIO AQUILAE ARCHISACERDOTI ALBINUS IN DOMINO SALUTEM.,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,424,425
Ep. 267,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,425,426
Ep. 268,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"C, B",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,426,427
Ep. 269,"Alevinus Elegio episcopo et fratribus eius de mutua caritate et vita angelica seribit.
Pipinum filium de emendatione morum admonitum vult. —804.

","Cod. Bruwell. 5354 saec. IX. f.7' quond. conventus Sigeberg., quem descripserunt Bethmann et Jaffé.","Ed . Nolte, L’avenir catholique du 17. juin 1869 p. 233, Biblioth. de Vécole des chartes XXXI, 267",SANCTISSIMO PATRI ELEGIO EPISCOPO CUM OMNIBUS SANCTAE CONVERSATIONIS FRATRIBUS HUMILIS LEVITA ALCHVINUS SALUTEM.,Brussels 5354,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,427,428
Ep. 270,"Alevinus discipulum quendam ad virtutem hortatur. —804,

","Cod. viblioth. Minervae Romanae BIV 18 mbr. saec, IX. f. 173 — 173! hic illic detritus et laesus; descripserunt Bethnann, Gardthausen, Ewald,",Ed J 301.,J 301. ALBINUS VITULO! SALUTEM.,Bib. Minervae Romanae B IV 18,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,428,429
Ep. 271,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Æthelberht 8', 'Alcuin 1', 'Anonymi 1950']","['10874', '1142', '10032']",NEEDS MANUAL VALIDATION,429,430
Ep. 272,"Alevinus monachos Montis- Olivi abbatemque Olomundum in familiaritatem recipit

et ut pro fide catholica militent et in observantia regulari perseverent, hortatur.

—804.
","Cod, H fol. 36'—38°.","Ed , F 223, J.270. — Migne col. 503.","RELIGIOSIS FRATRIBUS, DEO ET SANCTO IOHANNI PRAECURSORI CHRISTI SERVIENTIBUS , HOUMILIS SERVULUS EIUSDEM CHRISTI ET PRAECURSORIS EIUS ALCHVINUS SALUTEM.",H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,430,431
Ep. 273,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A2, A1*",False,"['Alcuin 1', 'Anonymi 1951', 'Ninian 1', 'Anonymi 1952']","['1142', '10033', '1728', '10035']",NEEDS MANUAL VALIDATION,431,432
Ep. 274,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A2, A1*",False,['Alcuin 1'],['1142'],"[['Iul', '26', '4'], ['Bp', '2', '20']]",432,432
Ep. 275,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,432,433
Ep. 276,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Onia 1', 'Alcuin 1']","['10089', '1142']",NEEDS MANUAL VALIDATION,433,433
Ep. 277,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Onia 1', 'Alcuin 1']","['10089', '1142']",NEEDS MANUAL VALIDATION,433,434
Ep. 278,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,434,435
Ep. 279,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Gundrada 1', 'Alcuin 1', 'Gregory 1']","['1207', '1142', '280']",NEEDS MANUAL VALIDATION,435,436
Ep. 280,"Alevinus monachis Hiberniensibus de fama optimae conversationis per Dungal epi-
scopum delata gratulatur, ad fidem catholicam studiaque litterarum colenda hortatur; quae
vita principum, monachorum, monialium, omnium christianorum esse debeat, docet.

","Cod. H fol. 81-834, ¢. 792—804.","Ed . ¥F 221, J 217. — Migne col. 500.","NOBILISSIMIS SANCTAE ECCLESIAE FILS, QUI PER LATITUDINEM HIBERNIENSIS INSULAE DEO CHRISTO RELIGIOSA CONVERSATIONE ET SAPIENTIAE STUDUS SERVIRE VIDENTUR, HUMILIS LEVITA ALCHVINUS PERPETUAE PROSPERITATIS IN DOMINO SALUTEM.",H,False,"['Anonymi 1953', 'Alcuin 1']","['10036', '1142']",NEEDS MANUAL VALIDATION,436,439
Ep. 281,"Alevinus discipulum in Italia peregrinantem ad vitam recte agendam litterasque
colendas exhortatur. Studia olim communia in memoriam revocat. 793—804,

","Cod, H fol. 107—109.","Ed : F 230, J 289. — Migne col. 175.","PATER FILIO, PACIFICUS PEREGRINO, MAGISTER DISCIPULO, SOCIUS SOCIO PEREGRINATIONIS SEMPITERNAM SALUTEM.",H,False,"['Alcuin 1', 'Anonymous 768']","['1142', '10037']",NEEDS MANUAL VALIDATION,439,440
Ep. 282,"Alevinus Friduino S. Petri Wiremuthensi et S. Pauli Girwensi abbati constituto
gratulatur. Monet, ut officia exsequatur precesque pro se faciat. 793—804,

","Cod, H fol. 98'—99'.","Ed . F 220, J 273. — Migne col. 498.",SANCTISSIMO PATRI FRIDUINO OLIM NOTUS ET SEMPER AMICUS ALCHVINUS SALUTEM.,H,False,"['Alcuin 1', 'Frithwine 1', 'Anonymi 1954', 'Anonymi 1955', 'Biscop 2', 'Ceolfrith 1']","['1142', '10038', '10039', '10040', '926', '1045']",NEEDS MANUAL VALIDATION,440,441
Ep. 283,"Alevinus Eanulfum presbyterum Anglicum rogat, ut pro se precetur; ad caritatem
fraternam et curam animarum hortatur. 793—804,

",Cod. H fol. 99'—100.,"Ed , F 226, J 281. — Migne col. 507.",DULCISSIMO FRATRI EANULFO PRESBITERO ALBINUS SALUTEM.,H,False,"['Alcuin 1', 'Eanwulf 3', 'Anonymi 1956']","['1142', '10041', '10042']",NEEDS MANUAL VALIDATION,441,442
Ep. 284,"Alevinus monachos S. Petri Wiremuthenses rogat, ut sui meminerint. Monasterium
eorum laudibus prosequitur. Virtutem suadet. 798—804.,

",Cod. H fol. 30—31'.,"Ed . F 219, Haddan and Stubbs Councils III, 470, J 274. — Migne col. 167.",SANCTISSIMIS IN SANCTI PETRI ECCLESIA FRATRIBUS DEO SERVIENTIBUS HUMILIS CLIEN- TELLUS ALCHVINUS PERPETUAE GLORIAE SALUTEM.,H,False,"['Alcuin 1', 'Anonymi 1983', 'Anonymi 1958', 'Bede 1', 'Anonymi 1957']","['1142', '10091', '10044', '424', '10043']",NEEDS MANUAL VALIDATION,442,443
Ep. 285,"Alevinus Higbaldo episcopo Lindisfarnensi scribit de suo in eum amore. Admoni-
tiones addit. 793—803.

",Cod. H fol. 31'—32'.,"Ed . F 205, J 201. — Migne col. 244.",DILECTISSIMO PATRI SPERATO EPISCOPO FIDELIS AMICUS ALCHVINUS SALUTEM.,H,False,"['Alcuin 1', 'Hygebald 3']","['1142', '3540']",NEEDS MANUAL VALIDATION,443,444
Ep. 286,"Alevinus monachos Girwenses hortatur, ut promissi memores pro se precentur.
Admonitiones addit. 793—804.

",CodCod. H fol. 31'—32'.,"Ed Ed . F 205, J 201. — Migne col. 244.",,H,False,"['Alcuin 1', 'Anonymi 1959', 'Anonymi 1961']","['1142', '10045', '10047']",NEEDS MANUAL VALIDATION,444,445
Ep. 287,"Alevinus monachos Anglosaxontcos coenobii Mugensis in Hibernia siti ad perseveran-
tiam et officia persequenda cohortatur. 793 —804,
",CodCodCod. H fol. 31'—32'.,"Ed Ed Ed . F 205, J 201. — Migne col. 244.",,"A1, A1*",False,"['Anonymi 1962', 'Anonymi 1965', 'Alcuin 1', 'Anonymi 1963', 'Anonymous 769', 'Anonymi 1966', 'Anonymi 1964']","['10048', '10051', '1142', '10049', '10052', '10053', '10050']",NEEDS MANUAL VALIDATION,445,446
Ep. 288,"Alevinus archiepiscopum quendam Anglicum ad praedicandi studium cohortatur; pro
muneribus gratias agit. 793—804,
","Codd, A 1 fol. 131'—132', A I p. 155—156 mr. 110%,",Ed J 297.,J 297. DOMINO PATRI ILL.» ARCHIEPISCOPO HUMILIS LEVITA ALCHVINUS¢ SALUTEM.,"A1, A1*",False,"['Alcuin 1', 'Anonymous 770', 'Æthelheard 13']","['1142', '10054', '2121']",NEEDS MANUAL VALIDATION,446,447
Ep. 289,"Alcvinus Fredegiso discipulo quaestiones de sancta Trinitate dedicat.
793—804.

","Codd. Christ. reg. Vatic. 191 fol. 62 (R), S. Galli 272 p. 202—203 (G), Trecens. 1528 fol. 73'—74 (T), Monac. (S. Emmerammi) 14614 f. 218'—219' (A), Monae. (Salisburg.) 15813 fol. 86—86' (S), Monac. 14510 (E), fol. 160'—161, Valentian. 187 (242) fol. 70, Veron. LXVII s, IX.","Ed . Quercetanus col. 759—762, Frobenius I, 739, J 258. — Migne CI, col. 57.",DESIDERANTISSIMO FILIO> FREDEGISO ALBINUS SALUTEM.,"R, G, T, A, S, E, Valentian 187",False,"['Fredegisus 1', 'Alcuin 1', 'Frithugils 2']","['1178', '1142', '10084']",NEEDS MANUAL VALIDATION,447,448
Ep. 290,"Alevinus Aethelhardum archiepiscopum Cantuariensem hortatur, ut ligaturas ferri
populique conventicula in regionibus montanis agi vetet. 793—804,
","Codd, A 1 fol. 126—127, A 1 p. 148—149 n. 1069,","Ed J 219,","J 219, DOMINO PATRI AEDELHARDO ARCHIEPISCOPO! ALQUINUS SALUTEM.","A1, A1*",False,"['Alcuin 1', 'Æthelheard 13', 'Anonymi 1968']","['1142', '2121', '10056']",NEEDS MANUAL VALIDATION,448,449
Ep. 291,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A1, A1*",False,"['Anonymi 1971', 'Alcuin 1', 'Anonymous 771', 'Anonymous 772', 'Augustine 1', 'Anonymi 1970', 'Æthelheard 13', 'Anonymi 1969']","['10061', '1142', '10057', '10058', '13620', '10060', '2121', '10059']","[['Tal', '10', '20'], ['Beoli', '25', '12']]",449,450
Ep. 292,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A2, A1*",False,"['Alcuin 1', 'Anonymous 773', 'Anonymous 774', 'Æthelheard 13']","['1142', '10062', '10064', '2121']","[['Beoli', '25', '12'], ['Iudith', '13', '17']]",450,450
Ep. 293,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A2, A1*",False,"['Alcuin 1', 'Anonymous 775', 'Anonymous 776', 'Anonymous 777', 'Augustine 1', 'Anonymi 1974']","['1142', '10066', '10067', '10069', '13620', '10068']",NEEDS MANUAL VALIDATION,450,451
Ep. 294,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1s, S1b, S1*, B, D",False,"['Alcuin 1', 'Anonymous 778', 'Anonymi 1975']","['1142', '10070', '10071']",NEEDS MANUAL VALIDATION,451,452
Ep. 295,"Alevinus discipuli prodigi perversos mores reprehendit et ad vitae emendationem cum
hortatur exemplo cuiusdam nunc episcopi olim condiscipuli eius. c. 796—804,

 

5,

","Codd. H fol. 67'—69', T fol. 107'— 109, S1 fol. 202'—205 (S 1 fol. 128'—135), D fol, 233!-","Ed . Q 103, F 158, J 223. — Migne col. 482.",FILIO PRODIGO' PATER LUGENS SALUTEM.,"H, S1*, D",False,"['Alcuin 1', 'Anonymous 779', 'Anonymous 780', 'Anonymi 1976', 'Anonymi 1977', 'Anonymi 1978']","['1142', '10072', '10073', '10074', '10075', '10076']","[['Iudith', '13', '17'], ['Judith', '13', '17']]",452,454
Ep. 296,"Alevinus monachis S. Vedasti Atrebatensibus mittit versus in ecclesia a Radone
abbate denuo aedificata inscribendos; et missas, partim e missali libro petitas partim a
se scriptas. Addit de admonitione homiliari postea scribenda. ¢. 796—804.

","CodCodd. H fol. 67'—69', T fol. 107'— 109, S1 fol. 202'—205 (S 1 fol. 128'—135), D fol, 233!-","Ed Ed . Q 103, F 158, J 223. — Migne col. 482.",,Atrebat. 734,False,"['Rado 1', 'Alcuin 1']","['3531', '1142']",NEEDS MANUAL VALIDATION,454,456
